"","GID_0","NAME_0","GID_1","NAME_1","NL_NAME_1","GID_2","NAME_2","VARNAME_2","NL_NAME_2","TYPE_2","ENGTYPE_2","CC_2","HASC_2"
"127110","TUN","Tunisia","TUN.21_1","Tataouine",NA,"TUN.21.1_1","Bir Lahmar",NA,NA,"Delegation","Delegation",NA,"TN.TA.BL"
"127561","TUN","Tunisia","TUN.21_1","Tataouine",NA,"TUN.21.2_1","Dhiba",NA,NA,"Delegation","Delegation",NA,"TN.TA.DH"
"127160","TUN","Tunisia","TUN.21_1","Tataouine",NA,"TUN.21.3_1","Ghomrassen",NA,NA,"Delegation","Delegation",NA,"TN.TA.GH"
"127390","TUN","Tunisia","TUN.21_1","Tataouine",NA,"TUN.21.4_1","Remada",NA,NA,"Delegation","Delegation",NA,"TN.TA.RE"
"127207","TUN","Tunisia","TUN.21_1","Tataouine",NA,"TUN.21.5_1","Samar",NA,NA,"Delegation","Delegation",NA,"TN.TA.SA"
"127215","TUN","Tunisia","TUN.21_1","Tataouine",NA,"TUN.21.6_1","Tataouine Nord",NA,NA,"Delegation","Delegation",NA,"TN.TA.TN"
"127262","TUN","Tunisia","TUN.21_1","Tataouine",NA,"TUN.21.7_1","Tataouine Sud",NA,NA,"Delegation","Delegation",NA,"TN.TA.TS"
"125514","TUN","Tunisia","TUN.22_1","Tozeur",NA,"TUN.22.1_1","Degueche",NA,NA,"Delegation","Delegation",NA,"TN.TO.DE"
"125810","TUN","Tunisia","TUN.22_1","Tozeur",NA,"TUN.22.2_1","Hazoua",NA,NA,"Delegation","Delegation",NA,"TN.TO.HA"
"125732","TUN","Tunisia","TUN.22_1","Tozeur",NA,"TUN.22.3_1","Nefta",NA,NA,"Delegation","Delegation",NA,"TN.TO.NA"
"125216","TUN","Tunisia","TUN.22_1","Tozeur",NA,"TUN.22.4_1","Tamaghza",NA,NA,"Delegation","Delegation",NA,"TN.TO.TA"
"125713","TUN","Tunisia","TUN.22_1","Tozeur",NA,"TUN.22.5_1","Tozeur",NA,NA,"Delegation","Delegation",NA,"TN.TO.TO"
"122956","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.1_1","Bab Bhar",NA,NA,"Delegation","Delegation",NA,"TN.TU.BB"
"122966","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.2_1","Bab Souika",NA,NA,"Delegation","Delegation",NA,"TN.TU.BS"
"122918","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.3_1","Bardo","Le Bardo",NA,"Delegation","Delegation",NA,"TN.TU.LB"
"122883","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.4_1","Bouhaira",NA,NA,"Delegation","Delegation",NA,NA
"122869","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.5_1","Carthage",NA,NA,"Delegation","Delegation",NA,"TN.TU.CA"
"122876","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.6_1","Cité El Khadra","Cite El Khadra",NA,"Delegation","Delegation",NA,"TN.TU.KH"
"122889","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.7_1","El Menzah",NA,NA,"Delegation","Delegation",NA,"TN.TU.MZ"
"123003","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.8_1","El Ouardia",NA,NA,"Delegation","Delegation",NA,"TN.TU.OU"
"122923","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.9_1","El Tahrir",NA,NA,"Delegation","Delegation",NA,"TN.TU.TA"
"122987","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.10_1","Ezzouhour",NA,NA,"Delegation","Delegation",NA,"TN.TU.EZ"
"122975","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.11_1","Hrairia",NA,NA,"Delegation","Delegation",NA,"TN.TU.HA"
"123033","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.12_1","Jebel Jelloud",NA,NA,"Delegation","Delegation",NA,"TN.TU.JJ"
"123053","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.13_1","Kabaria",NA,NA,"Delegation","Delegation",NA,"TN.TU.KA"
"122916","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.14_1","La Goulette",NA,NA,"Delegation","Delegation",NA,"TN.TU.LG"
"122776","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.15_1","La Marsa",NA,NA,"Delegation","Delegation",NA,"TN.TU.LM"
"122981","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.16_1","Médina","Medina",NA,"Delegation","Delegation",NA,"TN.TU.MD"
"122932","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.17_1","Omrane",NA,NA,"Delegation","Delegation",NA,"TN.TU.OM"
"122888","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.18_1","Omrane Supérieur","Omrane Superieur",NA,"Delegation","Delegation",NA,"TN.TU.OS"
"122995","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.19_1","Sabkhet Sijoumi",NA,NA,"Water body","Water body",NA,NA
"122994","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.20_1","Sidi El Béchir","Sidi El Bechir",NA,"Delegation","Delegation",NA,"TN.TU.SB"
"123001","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.21_1","Sidi Hassine",NA,NA,"Delegation","Delegation",NA,"TN.TU.SH"
"122985","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.22_1","Sijoumi","Sejoumi",NA,"Delegation","Delegation",NA,"TN.TU.SI"
"122921","TUN","Tunisia","TUN.23_1","Tunis",NA,"TUN.23.23_1","Unknown",NA,NA,"Delegation","Delegation",NA,NA
"123183","TUN","Tunisia","TUN.24_1","Zaghouan",NA,"TUN.24.1_1","Bir Mchergua",NA,NA,"Delegation","Delegation",NA,"TN.ZA.BM"
"123450","TUN","Tunisia","TUN.24_1","Zaghouan",NA,"TUN.24.2_1","Fahs",NA,NA,"Delegation","Delegation",NA,"TN.ZA.FA"
"123714","TUN","Tunisia","TUN.24_1","Zaghouan",NA,"TUN.24.3_1","Nadhour",NA,NA,"Delegation","Delegation",NA,"TN.ZA.NA"
"123647","TUN","Tunisia","TUN.24_1","Zaghouan",NA,"TUN.24.4_1","Saouaf",NA,NA,"Delegation","Delegation",NA,"TN.ZA.SA"
"123434","TUN","Tunisia","TUN.24_1","Zaghouan",NA,"TUN.24.5_1","Zaghouan",NA,NA,"Delegation","Delegation",NA,"TN.ZA.ZA"
"123554","TUN","Tunisia","TUN.24_1","Zaghouan",NA,"TUN.24.6_1","Zriba",NA,NA,"Delegation","Delegation",NA,"TN.ZA.ZR"
